S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE,ELECTION-TYPE,ZONE
21,IBRAHIM ADBULLAHI ANIFOWOSHE,MALE,MRDD,86,,,KWARA,GOVERNORSHIP,KWARA
22,AYINLA JOHN OLORUNTOBA,MALE,NCP,74,,,KWARA,GOVERNORSHIP,KWARA
23,TOSHO BABATUNDE OMOTOSHO A.,MALE,NEPP,108,,,KWARA,GOVERNORSHIP,KWARA
24,ABDULAZEEZ YINKA ONIYANGI,MALE,NPM,148,,,KWARA,GOVERNORSHIP,KWARA
25,POPOOLA KEHINDE ADEYEMI,MALE,NRM,74,,,KWARA,GOVERNORSHIP,KWARA
26,ARANSIOLA EZEKIEL,MALE,PDC,432,,,KWARA,GOVERNORSHIP,KWARA
27,RAZAK ATUNWA,MALE,PDP,"114,754",,,KWARA,GOVERNORSHIP,KWARA
28,TIAMIYU KOLAPO KAMORU- DEEN,MALE,PPA,"1,482",,,KWARA,GOVERNORSHIP,KWARA
29,PAUL AJIROBA,MALE,PPN,67,,,KWARA,GOVERNORSHIP,KWARA
30,OLAJIDE JOSEPH ADEBOLA,MALE,SDP,209,,,KWARA,GOVERNORSHIP,KWARA
31,OYABAMBI ADETUNJI,MALE,UDP,40,,,KWARA,GOVERNORSHIP,KWARA
32,SOLADOYE SAMUEL SUNDAY,MALE,UPN,61,,,KWARA,GOVERNORSHIP,KWARA
33,COMFORT YINKA KAYODE,MALE,UPP,24,,,KWARA,GOVERNORSHIP,KWARA
34,OSHIN  BAYO DAVID ALABA,MALE,WTPN,15,,,KWARA,GOVERNORSHIP,KWARA
35,BADA ABULLAHI YEKINI,MALE,YDP,14,,,KWARA,GOVERNORSHIP,KWARA
1,JOSEPH OLA BECKLEY,MALE,A,"4,122",,,LAGOS,GOVERNORSHIP,LAGOS
2,OLUWASEUN OLADIMEJI AJIRELOJA,MALE,AAC,"1,078",,,LAGOS,GOVERNORSHIP,LAGOS
3,SESI MICHEAL IDOWU,MALE,ABP,511,,,LAGOS,GOVERNORSHIP,LAGOS
4,TEMITAYO ONILEWO OLATUNJI,MALE,ACD,917,,,LAGOS,GOVERNORSHIP,LAGOS
5,SALIS OWOLABI,MALE,AD,"3,370",,,LAGOS,GOVERNORSHIP,LAGOS
6,OLUMUYIWA FAFOWORA,MALE,ADC,"3,544",,,LAGOS,GOVERNORSHIP,LAGOS
7,BABATUNDE OLALERE GBADAMOSI,MALE,ADP,"4,780",,,LAGOS,GOVERNORSHIP,LAGOS
8,BALOGUN OPEYEMI,MALE,AGA,207,,,LAGOS,GOVERNORSHIP,LAGOS
9,ADEWALE SAMSON,MALE,AGAP,83,,,LAGOS,GOVERNORSHIP,LAGOS
10,MUSA MUJAIRU OLUWASEGUN,MALE,ANDP,140,,,LAGOS,GOVERNORSHIP,LAGOS
11,ADEBAYO FRANCIS ADEWALE,MALE,ANN,389,,,LAGOS,GOVERNORSHIP,LAGOS
12,LAWRENCE ADENIYI OLADIPUPO JOHNSON,MALE,ANP,359,,,LAGOS,GOVERNORSHIP,LAGOS
13,ABDRAHEEM ASISAT OMOWUNMI,MALE,APA,"1,906",,,LAGOS,GOVERNORSHIP,LAGOS
14,BABAJIDE OLUSOLA SANWOLU,MALE,APC,"739,445",ELECTED,,LAGOS,GOVERNORSHIP,LAGOS
15,OWASANOYE FELIX AYOKUNLE,MALE,APDA,642,,,LAGOS,GOVERNORSHIP,LAGOS
16,PATIENCE BOLADE OMEEBERE,FEMALE,APM,194,,,LAGOS,GOVERNORSHIP,LAGOS
17,LEE BARBARA BABATUNDE,MALE,ASD,187,,,LAGOS,GOVERNORSHIP,LAGOS
18,ADEYEMI DAUDA,MALE,CAP,237,,,LAGOS,GOVERNORSHIP,LAGOS
19,AFANGIDEH UDUAK ARCHIBONG,MALE,DA,111,,,LAGOS,GOVERNORSHIP,LAGOS
20,ADEYEMI ABIOLA,FEMALE,DPC,211,,,LAGOS,GOVERNORSHIP,LAGOS
21,WILLIE IKA WILLIE,MALE,DPP,555,,,LAGOS,GOVERNORSHIP,LAGOS
22,JOSEPH ADEGBOYEGA OGEBULE,MALE,FJP,113,,,LAGOS,GOVERNORSHIP,LAGOS
23,ORJI KEHINDE SOLOMON,MALE,GPN,49,,,LAGOS,GOVERNORSHIP,LAGOS
24,ABIOLA TAIWO ADEKUNLE,MALE,ID,61,,,LAGOS,GOVERNORSHIP,LAGOS
25,OLORUNGBOHUNMI IFEDAYO MOSES,MALE,JMPP,42,,,LAGOS,GOVERNORSHIP,LAGOS
26,IFAGBEMI AWAMARDI,MALE,LP,392,,,LAGOS,GOVERNORSHIP,LAGOS
27,ISHOLA ATOYEBI AREGBESOLA,MALE,MAJA,36,,,LAGOS,GOVERNORSHIP,LAGOS
28,OKUNTILU MOSES OLUGBENGA,MALE,MMN,52,,,LAGOS,GOVERNORSHIP,LAGOS
29,AIYEOLA BABATUNDE OLUMUYIWA,MALE,MPN,769,,,LAGOS,GOVERNORSHIP,LAGOS
30,ODUDIRAN SAMUEL ADESOLA,MALE,NCMP,60,,,LAGOS,GOVERNORSHIP,LAGOS
31,OLUFUNSO AWE,MALE,NCP,712,,,LAGOS,GOVERNORSHIP,LAGOS
32,BELLO AKINTOLA PAUL,MALE,NPC,"1,886",,,LAGOS,GOVERNORSHIP,LAGOS
33,JIMI AGBAJE,MALE,PDP,"206,141",,,LAGOS,GOVERNORSHIP,LAGOS
34,ADEGBE PAULINE OJO - CHIDE,FEMALE,PPA,548,,,LAGOS,GOVERNORSHIP,LAGOS
35,OMOLARA A ADESANYA,FEMALE,PPC,617,,,LAGOS,GOVERNORSHIP,LAGOS
36,VICTOR ADEGBOYEGA ADENJI,MALE,PPN,234,,,LAGOS,GOVERNORSHIP,LAGOS
37,SARUMI ALADAPO B.,MALE,PRP,153,,,LAGOS,GOVERNORSHIP,LAGOS
38,OGUNBAMBI ABIODUN OLUWATOYIN,FEMALE,PT,120,,,LAGOS,GOVERNORSHIP,LAGOS
39,OLATEJU YAKUB ALABI OLANREWAJU,MALE,RBNP,73,,,LAGOS,GOVERNORSHIP,LAGOS
1,OMBUGADU VICTOR,MALE,ACD,97,,,NASARAWA,GOVERNORSHIP,NASARAWA
2,ZAGGI RABO ZAKKA,MALE,ADC,"1,319",,,NASARAWA,GOVERNORSHIP,NASARAWA
3,SULEIMAN UMARU AJAJA,MALE,ADP,"1,355",,,NASARAWA,GOVERNORSHIP,NASARAWA
4,ABIMIKU ANTHONY KUKUMAH,MALE,AGA,526,,,NASARAWA,GOVERNORSHIP,NASARAWA
,,,,,Declared,,NASARAWA,GOVERNORSHIP,NASARAWA
5,AUDU ALHAJI SULE,MALE,APC,"327,229",,,NASARAWA,GOVERNORSHIP,NASARAWA
,,,,,Elected,,NASARAWA,GOVERNORSHIP,NASARAWA
6,LABARAN MAKU,MALE,APGA,"132,784",,,NASARAWA,GOVERNORSHIP,NASARAWA
7,MUSTAPHA MOHAMMED ALFA,MALE,APM,773,,,NASARAWA,GOVERNORSHIP,NASARAWA
8,ABA JOSEPH R.,MALE,ASD,28,,,NASARAWA,GOVERNORSHIP,NASARAWA
9,THEOHILUS GYADO MADAKI,MALE,CAP,16,,,NASARAWA,GOVERNORSHIP,NASARAWA
10,KHALID SHUAIBU MAIRIGA,MALE,DA,7,,,NASARAWA,GOVERNORSHIP,NASARAWA
11,ISMAILA TAOFIQ,MALE,DPC,38,,,NASARAWA,GOVERNORSHIP,NASARAWA
12,MUHAMMAD NAZIR ADAMU,MALE,GPN,12,,,NASARAWA,GOVERNORSHIP,NASARAWA
13,HARUNA ILIYASU SHAUAIBU,MALE,ID,79,,,NASARAWA,GOVERNORSHIP,NASARAWA
14,ANJUGU ABIMKU MOSES,MALE,JMPP,82,,,NASARAWA,GOVERNORSHIP,NASARAWA
15,MOHAMMED AWWAL SULEIMAN,MALE,KP,49,,,NASARAWA,GOVERNORSHIP,NASARAWA
16,CERRONE DOKO WAZIRI,MALE,MAJA,12,,,NASARAWA,GOVERNORSHIP,NASARAWA
17,PETER HELEN,FEMALE,MMN,38,,,NASARAWA,GOVERNORSHIP,NASARAWA
18,BAKO AHMED,MALE,NCMP,33,,,NASARAWA,GOVERNORSHIP,NASARAWA
19,ALIYU DANJUMA DOGARA,MALE,NFD,258,,,NASARAWA,GOVERNORSHIP,NASARAWA
20,DAVID EMMANUEL OMBUGADU,MALE,PDP,"184,281",,,NASARAWA,GOVERNORSHIP,NASARAWA
21,TANKO MALAM,MALE,PPA,679,,,NASARAWA,GOVERNORSHIP,NASARAWA
22,SALE YAHAYA ALAJI,MALE,PPC,85,,,NASARAWA,GOVERNORSHIP,NASARAWA
23,MOHAMMED AHMADU ADAMU,MALE,PPN,186,,,NASARAWA,GOVERNORSHIP,NASARAWA
24,MUHAMMAD KABIR ABUBAKAR,MALE,PRP,12,,,NASARAWA,GOVERNORSHIP,NASARAWA
25,NYAM MARK MAIDA,MALE,PT,46,,,NASARAWA,GOVERNORSHIP,NASARAWA
26,MATHEW AVRE OMBUGAKU,MALE,RBNP,72,,,NASARAWA,GOVERNORSHIP,NASARAWA
27,ISHAQ AHMED KANA,MALE,SDP,"7,442",,,NASARAWA,GOVERNORSHIP,NASARAWA
28,KRENI DANJU MANTANI,MALE,YPP,33,,,NASARAWA,GOVERNORSHIP,NASARAWA
29,DOMA UMARU ALIYU,MALE,ZLP,"13,308",,,NASARAWA,GOVERNORSHIP,NASARAWA
1,BAWA BWARI BELLO,MALE,ACD,"14,230",,,NIGER,GOVERNORSHIP,NIGER
2,MUSA IBRAHIM,MALE,ACPN,137,,,NIGER,GOVERNORSHIP,NIGER
3,MANI IBRAIM AHMAD,MALE,ADC,"1,434",,,NIGER,GOVERNORSHIP,NIGER
4,MOHAMMED KAWU ISAH BABANNA,MALE,ADP,"36,015",,,NIGER,GOVERNORSHIP,NIGER
5,SHARUF ADAM YAKUB,MALE,AGA,"2,422",,,NIGER,GOVERNORSHIP,NIGER
6,TSOHO LAWAL,MALE,APA,902,,,NIGER,GOVERNORSHIP,NIGER
,,,,,Declared,,NIGER,GOVERNORSHIP,NIGER
7,SANI ABUBAKAR BELLO,MALE,APC,"526,412",,,NIGER,GOVERNORSHIP,NIGER
,,,,,Elected,,NIGER,GOVERNORSHIP,NIGER
8,JOSHUA NUHU BAWA,MALE,APGA,"4,680",,,NIGER,GOVERNORSHIP,NIGER
9,YAHAYA SHUAIBU,MALE,APP,153,,,NIGER,GOVERNORSHIP,NIGER
10,ABDURRAHAMAN MUSTAPHA,MALE,BNPP,188,,,NIGER,GOVERNORSHIP,NIGER
11,AISHATU MAHMUD,FEMALE,CAP,57,,,NIGER,GOVERNORSHIP,NIGER
12,BAWA SALEH,MALE,DA,84,,,NIGER,GOVERNORSHIP,NIGER
13,MUSA ABUBAKAR MOHAMMED,MALE,FJP,76,,,NIGER,GOVERNORSHIP,NIGER
14,ISAH MOHAMMED BELLO,MALE,GPN,53,,,NIGER,GOVERNORSHIP,NIGER
15,HUSSAINI MANUGA,MALE,JMPP,56,,,NIGER,GOVERNORSHIP,NIGER
16,USMAN MUHAMMED,MALE,KP,188,,,NIGER,GOVERNORSHIP,NIGER
17,ABDULSALAM AISHA,FEMALE,LP,988,,,NIGER,GOVERNORSHIP,NIGER
18,MUSTAPH ALIYU WUSHISHI,MALE,LPN,"5,457",,,NIGER,GOVERNORSHIP,NIGER
19,SHITTU SAEED AHMED,MALE,MPN,181,,,NIGER,GOVERNORSHIP,NIGER
20,MUSA ABDULAHI BABAKATUN,MALE,NCMP,308,,,NIGER,GOVERNORSHIP,NIGER
21,ABDULAZEEZ SALAUDEEN OYENIYI,MALE,NCP,155,,,NIGER,GOVERNORSHIP,NIGER
22,ABDULLAHI DANTANI,MALE,NNPP,256,,,NIGER,GOVERNORSHIP,NIGER
23,HASSAN MOHAMMED SHAABA,MALE,NRM,"2,526",,,NIGER,GOVERNORSHIP,NIGER
24,UMAR MOHAMMED NASKO,MALE,PDP,"298,065",,,NIGER,GOVERNORSHIP,NIGER
25,UMARU NASIRU ALBANI,MALE,PPC,553,,,NIGER,GOVERNORSHIP,NIGER
26,IBRAHIM MUSA,MALE,PPN,"2,333",,,NIGER,GOVERNORSHIP,NIGER
27,YAHAYA DANBABA DAUDA,MALE,PRP,"1,000",,,NIGER,GOVERNORSHIP,NIGER
28,MAHMOOD DANJUMA YUSUF SANNI,MALE,SDP,"1,699",,,NIGER,GOVERNORSHIP,NIGER
29,YUSUF AYUBA ANEKAN,MALE,UDP,101,,,NIGER,GOVERNORSHIP,NIGER
30,COMRADE MOHAMMED AUDU,MALE,WTPN,39,,,NIGER,GOVERNORSHIP,NIGER
31,UMAR AWWAL,MALE,ZLP,123,,,NIGER,GOVERNORSHIP,NIGER
1,TOPE TOKOYA,MALE,A,"1,695",,,OGUN,GOVERNORSHIP,OGUN
2,OTASANYA FOLAKE ENIOLA,FEMALE,AAC,"1,469",,,OGUN,GOVERNORSHIP,OGUN
3,ADEGBOLA JOHN OLUMUYIWA,MALE,AAP,746,,,OGUN,GOVERNORSHIP,OGUN
4,ABIADE STEPHEN,MALE,ACD,"2,629",,,OGUN,GOVERNORSHIP,OGUN
5,OLUFADE G. OLUSEYI,MALE,AD,"1,378",,,OGUN,GOVERNORSHIP,OGUN
6,ISIAKA NASIR ADEGBOYEGA,MALE,ADC,"110,422",,,OGUN,GOVERNORSHIP,OGUN
7,OLADIMEJI BANKOLE,MALE,ADP,"9,666",,,OGUN,GOVERNORSHIP,OGUN
8,OLAYEMI OLAWALE OLUBUNMI,MALE,AGA,813,,,OGUN,GOVERNORSHIP,OGUN
9,OGUNBAJO ADEMOLA OLALEKAN,MALE,ANN,710,,,OGUN,GOVERNORSHIP,OGUN
10,ADEWOLE OMONIYI,MALE,ANRP,958,,,OGUN,GOVERNORSHIP,OGUN
,,,,,Declared,,OGUN,GOVERNORSHIP,OGUN
11,ADEDAPO ABIODUN,MALE,APC,"241,670",,,OGUN,GOVERNORSHIP,OGUN
,,,,,Elected,,OGUN,GOVERNORSHIP,OGUN
12,AKINLADE ADEKUNLE ABDULKABIR,MALE,APM,"222,153",,,OGUN,GOVERNORSHIP,OGUN
13,OLOMU OLUFEMI AKINWUMI,MALE,ASD,235,,,OGUN,GOVERNORSHIP,OGUN
14,OLUSEGUN MATTHEW OLUFEMI,MALE,BNPP,345,,,OGUN,GOVERNORSHIP,OGUN
15,SEGUN TAIWO O,MALE,CAP,150,,,OGUN,GOVERNORSHIP,OGUN
16,BELLO AKEEM ALABI,MALE,CC,81,,,OGUN,GOVERNORSHIP,OGUN
17,SANYAOLU ABAYOMI OMOLAJA,MALE,DA,753,,,OGUN,GOVERNORSHIP,OGUN
18,ODEJIDE JIMOH ADIO,MALE,DPC,464,,,OGUN,GOVERNORSHIP,OGUN
19,KUNLE SAMSON ELEGBEDE,MALE,DPP,732,,,OGUN,GOVERNORSHIP,OGUN
20,OKUMOYE EMMANUEL TANDO,MALE,FJP,400,,,OGUN,GOVERNORSHIP,OGUN
21,ONIFADE OLUFEMI JOHN,MALE,FRESH,161,,,OGUN,GOVERNORSHIP,OGUN
22,OTUNBA ABAYOMI ODUNOWO,MALE,GPN,242,,,OGUN,GOVERNORSHIP,OGUN
23,ADEBAYO MOSURU,MALE,ID,159,,,OGUN,GOVERNORSHIP,OGUN
24,OYEFESO BLESSING FLEXBANIEL ISMAIL,MALE,JMPP,191,,,OGUN,GOVERNORSHIP,OGUN
25,ODUNTAN DAVID ADEGBITE,MALE,KP,552,,,OGUN,GOVERNORSHIP,OGUN
26,NURUDEEN O. ADEKUNLE,MALE,MPN,628,,,OGUN,GOVERNORSHIP,OGUN
27,ADEFIOYE KOLAWOLE HAMMED,MALE,NCP,430,,,OGUN,GOVERNORSHIP,OGUN
28,BURUJI KASHAMU,MALE,PDP,"70,290",,,OGUN,GOVERNORSHIP,OGUN
29,OGUNBIYI KEHINDE BOLANLE,MALE,PPA,"1,133",,,OGUN,GOVERNORSHIP,OGUN
30,ADETOLA RASAQ OLUSEGUN,MALE,PPC,616,,,OGUN,GOVERNORSHIP,OGUN
31,AKINBORO OLASUNKANMI OLUWOLE,MALE,PPN,"1,149",,,OGUN,GOVERNORSHIP,OGUN
32,ALANI ADESINA ABRAHAM,MALE,PPP,671,,,OGUN,GOVERNORSHIP,OGUN
33,LANRE BANJO,MALE,PT,368,,,OGUN,GOVERNORSHIP,OGUN
34,ABIODUN TAIWO ONABANJO,MALE,RBNP,602,,,OGUN,GOVERNORSHIP,OGUN
,OLATUNDE ROTIMI VICTOR ANTHONY,,,,,,OGUN,GOVERNORSHIP,OGUN
35,,MALE,SDP,"1,483",,,OGUN,GOVERNORSHIP,OGUN
,PESEDA,,,,,,OGUN,GOVERNORSHIP,OGUN
36,ADUNNI JACKIE KASSIM,MALE,UDP,384,,,OGUN,GOVERNORSHIP,OGUN
37,MICHAEL OLUFEMI ADEEKO,MALE,UPN,861,,,OGUN,GOVERNORSHIP,OGUN
38,OLUFEMI FALANA,MALE,UPP,515,,,OGUN,GOVERNORSHIP,OGUN
1,SAHEED ADEGBOYEGA AJADI,MALE,A,"1,514",,,OYO,GOVERNORSHIP,OYO
2,AKINWALE BABATUNDE LAOSUN,MALE,AAC,814,,,OYO,GOVERNORSHIP,OYO
3,VICTOR - TADE ADENIKE MORENIKE,MALE,AAP,574,,,OYO,GOVERNORSHIP,OYO
4,OKEMAKINDE RAMOTA FUMILAYO,FEMALE,ABP,182,,,OYO,GOVERNORSHIP,OYO
5,AKANDE TAIWO RISIKAT,FEMALE,ACD,780,,,OYO,GOVERNORSHIP,OYO
6,ALAO OYEDELEH OYEBODE,MALE,AD,"1,425",,,OYO,GOVERNORSHIP,OYO
7,OLUFEMI AKINOLA LANLEHIN,MALE,ADC,"12,375",,,OYO,GOVERNORSHIP,OYO
,OTUNBA CHRISTOPHER ADEBAYO ALAO,,,,,,OYO,GOVERNORSHIP,OYO
8,,MALE,ADP,"8,664",,,OYO,GOVERNORSHIP,OYO
,AKALA,,,,,,OYO,GOVERNORSHIP,OYO
9,DAVID OLUWAFEMI OKUNLOLA,MALE,AGA,564,,,OYO,GOVERNORSHIP,OYO
10,OLABODE AYODELE JOHNSON,MALE,ANN,169,,,OYO,GOVERNORSHIP,OYO
11,OLALEKAN OLADOTUN AYORINDE,MALE,ANRP,663,,,OYO,GOVERNORSHIP,OYO
12,TOLULOPE ADEYEYE ADEDOYIN,MALE,APA,"1,007",,,OYO,GOVERNORSHIP,OYO
13,ADELABU ADEBAYO ADEKOLA,MALE,APC,"357,982",,,OYO,GOVERNORSHIP,OYO
14,OLADDUNNI ARIYO OLAITAN,MALE,BNPP,205,,,OYO,GOVERNORSHIP,OYO
15,OMOTOSHO PAUL ADEBOYE,MALE,C4C,96,,,OYO,GOVERNORSHIP,OYO
16,MAYORESS ABIODUN OLAYINKA O,MALE,CAP,46,,,OYO,GOVERNORSHIP,OYO
17,ALHAJI ADEGBOYEGA A. ADEEU,MALE,DA,192,,,OYO,GOVERNORSHIP,OYO
18,BABARINDE OYE ADEMOLA,MALE,DPC,230,,,OYO,GOVERNORSHIP,OYO
19,OMOBOSOLA OWOLABI GOLOHOR,FEMALE,DPP,"1,401",,,OYO,GOVERNORSHIP,OYO
20,OLUWOLE LADIPO,MALE,GDPN,152,,,OYO,GOVERNORSHIP,OYO
21,AKINBOYE TIJANI ISMAILA,MALE,HDP,926,,,OYO,GOVERNORSHIP,OYO
22,OLADAPO WASIU ATILOLA,MALE,ID,153,,,OYO,GOVERNORSHIP,OYO
23,PAUL OLUSEYE SMITH,MALE,JMPP,72,,,OYO,GOVERNORSHIP,OYO
24,OLAIDE OLAYINOLA,MALE,KP,46,,,OYO,GOVERNORSHIP,OYO
25,OLATUNJI ADIGUN SADIQ,MALE,LP,336,,,OYO,GOVERNORSHIP,OYO
26,ADEROJU ISMAIL BALOGUN,MALE,MAJA,75,,,OYO,GOVERNORSHIP,OYO
27,OJO OLAYINKA KAYODE,MALE,MPN,602,,,OYO,GOVERNORSHIP,OYO
28,MOGAJI MASHOOD ODELALU,MALE,NAC,98,,,OYO,GOVERNORSHIP,OYO
29,OLOYADE AYOBAMI MICHAEL,MALE,NCP,135,,,OYO,GOVERNORSHIP,OYO
30,AYOADE BELAWU ADEBOLA,MALE,NEPP,267,,,OYO,GOVERNORSHIP,OYO
31,SARUMI - ALIYU ASHABI BOLANLE,FEMALE,NIP,382,,,OYO,GOVERNORSHIP,OYO
32,EDWARD OLUFEYISANYO LADOYE,MALE,NPM,206,,,OYO,GOVERNORSHIP,OYO
33,YINUSA KAZEEM AYANDOYE,MALE,NRM,316,,,OYO,GOVERNORSHIP,OYO
34,AKINDE AKIN S,MALE,PDC,"1,759",,,OYO,GOVERNORSHIP,OYO
,,,,,Declared,,OYO,GOVERNORSHIP,OYO
35,OLUSEYI MAKINDE,MALE,PDP,"515,621",,,OYO,GOVERNORSHIP,OYO
,,,,,Elected,,OYO,GOVERNORSHIP,OYO
36,TAIWO OBIYEMI OTEGBEYE,MALE,PPC,"1,025",,,OYO,GOVERNORSHIP,OYO
37,GBADAMOSI BASIRU ALAGBE,MALE,PPN,243,,,OYO,GOVERNORSHIP,OYO
38,MOBOLAJI AYORINDE,MALE,SDP,660,,,OYO,GOVERNORSHIP,OYO
1,SAMUEL DANAUTA KYARSHIK,MALE,ABP,"1,071",,,PLATEAU,GOVERNORSHIP,PLATEAU
2,DAWAH YOHANNA D.,MALE,AD,229,,,PLATEAU,GOVERNORSHIP,PLATEAU
3,MUSA BITRUS JOSEPH,MALE,ADC,"1,627",,,PLATEAU,GOVERNORSHIP,PLATEAU
4,JONATHAN N. TEMLONG,MALE,ADP,"4,670",,,PLATEAU,GOVERNORSHIP,PLATEAU
5,ALEX LADAN,MALE,ANN,"2,273",,,PLATEAU,GOVERNORSHIP,PLATEAU
,,,,,Declared,,PLATEAU,GOVERNORSHIP,PLATEAU
6,SIMON BAKO LALONG,MALE,APC,"595,582",,,PLATEAU,GOVERNORSHIP,PLATEAU
,,,,,Elected,,PLATEAU,GOVERNORSHIP,PLATEAU
7,TIMOTHY BABA PARLONG,MALE,APGA,394,,,PLATEAU,GOVERNORSHIP,PLATEAU
8,AZENDA ONEV JOSEPH,MALE,CAP,31,,,PLATEAU,GOVERNORSHIP,PLATEAU
9,YOHANA YILPWAN DYELLKOP,MALE,DA,61,,,PLATEAU,GOVERNORSHIP,PLATEAU
10,USMAN ZAKARIAH BITRUS,MALE,DPC,101,,,PLATEAU,GOVERNORSHIP,PLATEAU
11,BULUS MUSA KEWA,MALE,FRESH,179,,,PLATEAU,GOVERNORSHIP,PLATEAU
12,JOHN JATAU BIGWAN,MALE,GPN,428,,,PLATEAU,GOVERNORSHIP,PLATEAU
13,APATAK REUBEN ABOH,MALE,JMPP,120,,,PLATEAU,GOVERNORSHIP,PLATEAU
14,NURA TANKO,MALE,LP,178,,,PLATEAU,GOVERNORSHIP,PLATEAU
15,MELCHOIR M. GOWON,MALE,MPN,233,,,PLATEAU,GOVERNORSHIP,PLATEAU
16,JAMES HOMITHAN VICTOR,MALE,NRM,538,,,PLATEAU,GOVERNORSHIP,PLATEAU
17,DAJAGHAS MOHAMMED U. I,MALE,PDC,"1,317",,,PLATEAU,GOVERNORSHIP,PLATEAU
18,JEREMIAH TIMBUT USENI,MALE,PDP,"546,813",,,PLATEAU,GOVERNORSHIP,PLATEAU
19,HARUNA KHITWE DABIN,MALE,PPC,"1,461",,,PLATEAU,GOVERNORSHIP,PLATEAU
20,MANGAI JERRY ISHAYA,MALE,PPN,115,,,PLATEAU,GOVERNORSHIP,PLATEAU
21,DADIHITLER FRANKUN,MALE,PT,63,,,PLATEAU,GOVERNORSHIP,PLATEAU
22,GODFREY S. O MIRI,MALE,SDP,"2,382",,,PLATEAU,GOVERNORSHIP,PLATEAU
23,JERRY MABWEH MOLTOK,MALE,UPC,34,,,PLATEAU,GOVERNORSHIP,PLATEAU
24,ISA ARZUKA JEGA,MALE,UPP,54,,,PLATEAU,GOVERNORSHIP,PLATEAU
1,,MALE,A,"13,337",,,RIVERS,GOVERNORSHIP,RIVERS
2,ALLISON LARRY TAMUNO TONYE,MALE,AA,"2,314",,,RIVERS,GOVERNORSHIP,RIVERS
3,AWARA BIOKPOMABO FESTUS,MALE,AAC,"173,859",,,RIVERS,GOVERNORSHIP,RIVERS
4,WOKEKORO DIKE,MALE,AAP,"1,004",,,RIVERS,GOVERNORSHIP,RIVERS
5,PRINCE KALLADA ALISON,MALE,ABP,156,,,RIVERS,GOVERNORSHIP,RIVERS
6,ECHEZOLAM NWEKE,MALE,ACD,"1,166",,,RIVERS,GOVERNORSHIP,RIVERS
7,CHINEMIKE ORGWU MILLER,MALE,ACPN,554,,,RIVERS,GOVERNORSHIP,RIVERS
8,ICHENWO UCHECHUKWU,MALE,AD,341,,,RIVERS,GOVERNORSHIP,RIVERS
9,BRAIDE ENIYEM,MALE,ADC,"2,409",,,RIVERS,GOVERNORSHIP,RIVERS
10,VICTOR TAMIE FINGESI,MALE,ADP,"1,860",,,RIVERS,GOVERNORSHIP,RIVERS
11,INYE DOKUBO O.,FEMALE,AGAP,364,,,RIVERS,GOVERNORSHIP,RIVERS
12,KEMKA STANLEY ELENWO,MALE,ANDP,175,,,RIVERS,GOVERNORSHIP,RIVERS
13,CORNELIUS NGEDO,MALE,ANP,84,,,RIVERS,GOVERNORSHIP,RIVERS
14,NAPOLEON MARU CHIBUZOR,MALE,APA,146,,,RIVERS,GOVERNORSHIP,RIVERS
15,ZEBULUN WARIGBANI EZEKIEL,MALE,APDA,"1,421",,,RIVERS,GOVERNORSHIP,RIVERS
16,OHIA PRINCE OBI,MALE,APGA,949,,,RIVERS,GOVERNORSHIP,RIVERS
17,KUKAWG BARINE KEN,MALE,APM,158,,,RIVERS,GOVERNORSHIP,RIVERS
18,LESSI GABRIEL GBOROGBOSI,MALE,APP,429,,,RIVERS,GOVERNORSHIP,RIVERS
19,DEEKAE RICHARD KIADUM,MALE,ASD,225,,,RIVERS,GOVERNORSHIP,RIVERS
20,BROWN REBECCA,FEMALE,BNPP,128,,,RIVERS,GOVERNORSHIP,RIVERS
21,EMESIOBI ELVIS MOSES,MALE,CAP,83,,,RIVERS,GOVERNORSHIP,RIVERS
22,NWANZE OGBOGU MICHAEL,MALE,CC,113,,,RIVERS,GOVERNORSHIP,RIVERS
23,YELLOWE IPALIBO HORATIO,MALE,CNP,319,,,RIVERS,GOVERNORSHIP,RIVERS
24,OBRASUA JOHNBULL,MALE,DA,73,,,RIVERS,GOVERNORSHIP,RIVERS
25,ACHIRA UKACHUKWU U.,MALE,DPC,452,,,RIVERS,GOVERNORSHIP,RIVERS
26,EMMANUEL NWABRIJE,MALE,DPP,231,,,RIVERS,GOVERNORSHIP,RIVERS
27,CHUKWULADI AHIAKWO,MALE,FJP,164,,,RIVERS,GOVERNORSHIP,RIVERS
28,ALASO AKPANA YOUNG,MALE,GPN,396,,,RIVERS,GOVERNORSHIP,RIVERS
29,CHINWEIKE ELEM,MALE,HDP,151,,,RIVERS,GOVERNORSHIP,RIVERS
30,IHUNWO SAMUEL NKEMIKA,MALE,ID,226,,,RIVERS,GOVERNORSHIP,RIVERS
31,EZEKIEL AYENWEGWE,MALE,JMPP,47,,,RIVERS,GOVERNORSHIP,RIVERS
32,IGBANIBO PRINCE BELE,MALE,KP,128,,,RIVERS,GOVERNORSHIP,RIVERS
33,WONWU ISAAC,MALE,LP,"2,690",,,RIVERS,GOVERNORSHIP,RIVERS
34,SAMSON LEADER S,MALE,LPN,138,,,RIVERS,GOVERNORSHIP,RIVERS
35,UCHEGBU CHARLES CHIMELE,MALE,MAJA,103,,,RIVERS,GOVERNORSHIP,RIVERS
